CUSTOMER_ID;COLLEGE;DATA;DATA_Categorie;INCOME;INCOME_Categorie;OVERCHARGE;OVERCHARGE_Categorie;LEFTOVER;HOUSE;LESSTHAN600k;CHILD;JOB_CLASS;REVENUE;HANDSET_PRICE;OVER_15MINS_CALLS_PER_MONTH;TIME_CLIENT;AVERAGE_CALL_DURATION;REPORTED_SATISFACTION;REPORTED_USAGE_LEVEL;CONSIDERING_CHANGE_OF_PLAN;CHURNED
C103674;one;810;Less than 1 Gbs/month;36167;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;848027;False;1;3;104;264;1;3.7;9;unsat;very_little;actively_looking_into_it;STAY
C103677;one;637.9310344827587;Less than 1 Gbs/month;27937;Between 25000 and 50000 $/year;74;Less than 100 $/year;14;602802;False;0;4;189;188;5;2.7;6;very_sat;little;no;STAY
C103678;one;549.2957746478874;Less than 1 Gbs/month;48988;Between 25000 and 50000 $/year;184;Between 100 and 200 $/year;58;177095;True;0;2;212;304;24;5.2;2;unsat;very_little;actively_looking_into_it;LEAVE
C103681;one;730.7692307692307;Less than 1 Gbs/month;37289;Between 25000 and 50000 $/year;56;Less than 100 $/year;0;903657;False;3;3;185;358;16;2.8;10;very_sat;little;no;STAY
C103682;one;528.0898876404494;Less than 1 Gbs/month;82203.5;More than 75000 $/year;167;Between 100 and 200 $/year;12;157406;True;1;4;146;509;18;3.7;4;very_sat;little;considering;LEAVE
C103683;one;149.7418244406196;Less than 1 Gbs/month;35427;Between 25000 and 50000 $/year;182;Between 100 and 200 $/year;88;688608;False;5;4;166;207;27;5.8;2;very_sat;very_high;no;STAY
C103684;zero;463.6363636363636;Less than 1 Gbs/month;13906;Less than 25000 $/year;0;Less than 100 $/year;12;258433;True;2;1;136;246;1;3.4;6;avg;very_little;actively_looking_into_it;STAY
C103685;zero;783.4394904458597;Less than 1 Gbs/month;29094.5;Between 25000 and 50000 $/year;57;Less than 100 $/year;7;262784;True;1;2;177;196;5;3.1;4;very_sat;very_high;actively_looking_into_it;STAY
C103687;zero;107.78443113772455;Less than 1 Gbs/month;81646;More than 75000 $/year;55;Less than 100 $/year;68;618780;False;2;2;120;467;4;2;2;avg;high;actively_looking_into_it;STAY
C103688;zero;445.94594594594605;Less than 1 Gbs/month;19658.5;Less than 25000 $/year;48;Less than 100 $/year;17;321339;True;1;2;86;184;5;2.2;5;very_unsat;very_high;considering;STAY
C103689;zero;1110;Between 1 and 2 Gbs/month;20491;Less than 25000 $/year;0;Less than 100 $/year;0;277821;True;3;2;197;205;0;1.7;11;avg;little;considering;LEAVE
C103691;zero;103.44827586206898;Less than 1 Gbs/month;47537;Between 25000 and 50000 $/year;0;Less than 100 $/year;77;979876;False;4;3;153;297;0;4;2;very_sat;very_little;no;STAY
C103692;zero;503.57142857142867;Less than 1 Gbs/month;45305;Between 25000 and 50000 $/year;0;Less than 100 $/year;18;768218;False;2;2;140;205;1;3.7;5;very_unsat;avg;considering;STAY
C103693;one;271.2765957446809;Less than 1 Gbs/month;17646.5;Less than 25000 $/year;76;Less than 100 $/year;20;351200;True;2;4;140;228;20;2.4;6;very_unsat;high;actively_looking_into_it;STAY
C103694;zero;296.1783439490446;Less than 1 Gbs/month;92537;More than 75000 $/year;214;More than 200 $/year;61;856050;False;1;1;188;584;13;2.1;1;very_sat;very_little;actively_looking_into_it;STAY
C103695;one;112.78195488721803;Less than 1 Gbs/month;90617;More than 75000 $/year;202;More than 200 $/year;23;509121;True;4;1;106;455;1;3;5;very_sat;high;no;STAY
C103696;zero;898.3050847457625;Less than 1 Gbs/month;86176;More than 75000 $/year;77;Less than 100 $/year;8;215040;True;1;4;119;746;5;4.3;5;sat;very_high;considering;STAY
C103697;one;1753.5211267605634;Between 1 and 2 Gbs/month;55145;Between 50000 and 75000 $/year;42;Less than 100 $/year;82;211269;True;0;2;198;445;4;7.3;1;unsat;very_little;considering;LEAVE
C103698;one;157.43440233236151;Less than 1 Gbs/month;83238;More than 75000 $/year;186;Between 100 and 200 $/year;40;NA;;2;3;212;662;16;2.6;6;very_unsat;little;no;STAY
C103699;zero;345.13274336283183;Less than 1 Gbs/month;58614;Between 50000 and 75000 $/year;239;More than 200 $/year;82;155417;True;1;3;135;391;0;2.9;2;very_unsat;high;never_thought;STAY
C103700;zero;103.79746835443038;Less than 1 Gbs/month;35301.5;Between 25000 and 50000 $/year;235;More than 200 $/year;85;284280;True;3;1;147;208;21;4.1;1;very_unsat;high;considering;LEAVE
C103701;zero;810;Less than 1 Gbs/month;23327;Less than 25000 $/year;0;Less than 100 $/year;0;964748;False;1;3;185;148;0;1.7;9;sat;high;actively_looking_into_it;STAY
C103702;one;157.89473684210526;Less than 1 Gbs/month;23028;Less than 25000 $/year;0;Less than 100 $/year;47;913839;False;5;4;139;180;23;2;2;unsat;avg;considering;STAY
C103703;zero;1470.0000000000002;Between 1 and 2 Gbs/month;50293.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;0;855654;False;1;2;220;531;1;4.9;8;very_unsat;little;never_thought;STAY
C103704;one;477.7070063694267;Less than 1 Gbs/month;66383.5;Between 50000 and 75000 $/year;54;Less than 100 $/year;16;181260;True;2;2;138;300;4;4;6;sat;very_high;actively_looking_into_it;STAY
C103706;zero;41.60246533127889;Less than 1 Gbs/month;57778;Between 50000 and 75000 $/year;19;Less than 100 $/year;53;332005;True;3;3;132;442;5;1.9;1;unsat;avg;no;STAY
C103707;zero;570;Less than 1 Gbs/month;37422;Between 25000 and 50000 $/year;0;Less than 100 $/year;16;743602;False;1;3;197;304;1;0.9;6;very_unsat;little;considering;STAY
C103708;one;319.52662721893495;Less than 1 Gbs/month;26777;Between 25000 and 50000 $/year;69;Less than 100 $/year;62;NA;;0;4;171;133;4;1.8;8;very_sat;very_high;perhaps;STAY
C103713;one;67.91338582677164;Less than 1 Gbs/month;38638;Between 25000 and 50000 $/year;136;Between 100 and 200 $/year;78;698633;False;2;4;192;261;18;1.3;11;very_sat;little;actively_looking_into_it;STAY
C103715;one;2340.0000000000005;More than 2 Gbs/month;12496;Less than 25000 $/year;0;Less than 100 $/year;0;474396;True;4;1;165;240;0;7.8;11;very_unsat;little;actively_looking_into_it;LEAVE
C103717;zero;286.2190812720848;Less than 1 Gbs/month;87619.5;More than 75000 $/year;183;Between 100 and 200 $/year;26;391725;True;1;2;153;410;10;1.7;2;very_sat;very_little;considering;LEAVE
C103718;zero;666.6666666666667;Less than 1 Gbs/month;53873;Between 50000 and 75000 $/year;80;Less than 100 $/year;0;612782;False;0;4;175;273;4;3;14;very_sat;little;considering;STAY
C103719;one;201.41342756183744;Less than 1 Gbs/month;47826;Between 25000 and 50000 $/year;183;Between 100 and 200 $/year;8;358720;True;0;1;163;269;25;2.9;4;unsat;very_little;considering;STAY
C103720;zero;308.2191780821918;Less than 1 Gbs/month;56449.5;Between 50000 and 75000 $/year;192;Between 100 and 200 $/year;0;872863;False;1;2;146;333;3;3;10;very_unsat;little;considering;STAY
C103721;one;800;Less than 1 Gbs/month;47886.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;14;869634;False;3;2;139;339;0;5.4;6;unsat;very_high;considering;STAY
C103722;zero;67.79661016949152;Less than 1 Gbs/month;67248.5;Between 50000 and 75000 $/year;77;Less than 100 $/year;0;999472;False;3;1;133;777;3;1.4;11;very_unsat;very_little;actively_looking_into_it;STAY
C103723;zero;103.88247639034624;Less than 1 Gbs/month;81718;More than 75000 $/year;183;Between 100 and 200 $/year;67;355799;True;3;3;134;672;20;1.3;2;very_unsat;high;considering;LEAVE
C103724;one;273.61563517915306;Less than 1 Gbs/month;35388.5;Between 25000 and 50000 $/year;207;More than 200 $/year;0;844930;False;1;4;219;139;10;1.8;1;very_sat;avg;considering;LEAVE
C103725;zero;689.9999999999999;Less than 1 Gbs/month;35817.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;5;224670;True;1;3;104;203;1;2.3;4;unsat;little;actively_looking_into_it;STAY
C103727;zero;521.7391304347826;Less than 1 Gbs/month;39051.5;Between 25000 and 50000 $/year;150;Between 100 and 200 $/year;21;803465;False;2;1;140;240;28;7;4;very_sat;avg;considering;STAY
C103729;one;373.0964467005076;Less than 1 Gbs/month;40166;Between 25000 and 50000 $/year;234;More than 200 $/year;6;647671;False;3;1;146;247;10;3.9;4;very_sat;little;never_thought;STAY
C103730;one;930;Less than 1 Gbs/month;49813.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;181261;True;1;2;368;264;1;2.1;4;very_sat;very_high;no;STAY
C103731;zero;579.3103448275862;Less than 1 Gbs/month;72320.5;Between 50000 and 75000 $/year;45;Less than 100 $/year;0;NA;;0;3;93;639;5;2.8;8;avg;very_high;no;STAY
C103732;one;185.84070796460176;Less than 1 Gbs/month;14800;Less than 25000 $/year;46;Less than 100 $/year;8;190150;True;2;2;171;175;3;2.4;1;avg;little;considering;STAY
C103733;one;433.88429752066116;Less than 1 Gbs/month;35591;Between 25000 and 50000 $/year;42;Less than 100 $/year;10;279411;True;2;2;160;357;5;2.5;5;unsat;very_little;no;STAY
C103734;one;375;Less than 1 Gbs/month;45635.5;Between 25000 and 50000 $/year;60;Less than 100 $/year;0;NA;;4;2;154;295;4;1;12;very_unsat;very_high;perhaps;STAY
C103735;zero;272.72727272727275;Less than 1 Gbs/month;45247;Between 25000 and 50000 $/year;76;Less than 100 $/year;0;972214;False;3;2;211;256;4;1.6;11;very_unsat;very_little;actively_looking_into_it;LEAVE
C103736;zero;123.39331619537276;Less than 1 Gbs/month;75415.5;More than 75000 $/year;208;More than 200 $/year;47;347437;True;4;3;228;829;20;3.2;2;unsat;little;considering;STAY
C103737;one;151.61290322580646;Less than 1 Gbs/month;22385;Less than 25000 $/year;60;Less than 100 $/year;77;556074;True;5;1;166;225;5;3.7;8;unsat;very_high;considering;LEAVE
C103738;one;130.03095975232196;Less than 1 Gbs/month;86324;More than 75000 $/year;223;More than 200 $/year;11;923055;False;1;4;149;701;22;1.4;6;very_unsat;very_high;actively_looking_into_it;LEAVE
C103739;one;210.44776119402988;Less than 1 Gbs/month;52037.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;57;844829;False;2;1;141;480;0;2.7;2;very_unsat;little;considering;LEAVE
C103740;one;1147.6510067114095;Between 1 and 2 Gbs/month;63571;Between 50000 and 75000 $/year;49;Less than 100 $/year;68;468083;True;1;1;103;773;5;4.7;5;very_unsat;very_little;considering;STAY
C103741;one;230.08849557522126;Less than 1 Gbs/month;42320;Between 25000 and 50000 $/year;39;Less than 100 $/year;20;NA;;3;3;141;298;4;2.6;4;unsat;very_little;no;STAY
C103742;zero;233.19327731092443;Less than 1 Gbs/month;38870;Between 25000 and 50000 $/year;216;More than 200 $/year;16;282603;True;2;3;130;247;19;2.7;6;very_unsat;very_high;actively_looking_into_it;LEAVE
C103743;zero;491.46757679180894;Less than 1 Gbs/month;93476.5;More than 75000 $/year;193;Between 100 and 200 $/year;9;151935;True;0;2;171;550;22;2.8;5;very_unsat;very_high;perhaps;LEAVE
C103745;one;107.55441741357232;Less than 1 Gbs/month;31042.5;Between 25000 and 50000 $/year;61;Less than 100 $/year;62;876891;False;2;3;144;197;5;1.8;10;very_sat;very_little;no;STAY
C103748;one;214.28571428571428;Less than 1 Gbs/month;17281.5;Less than 25000 $/year;0;Less than 100 $/year;18;235049;True;4;3;125;140;1;2;4;very_sat;very_little;no;STAY
C103750;one;1020;Less than 1 Gbs/month;15415.5;Less than 25000 $/year;0;Less than 100 $/year;5;423577;True;1;4;92;134;0;2.4;5;very_unsat;very_little;considering;STAY
C103751;one;1050;Between 1 and 2 Gbs/month;10845;Less than 25000 $/year;0;Less than 100 $/year;0;412235;True;3;4;143;248;1;3.5;11;very_unsat;very_high;never_thought;STAY
C103752;zero;269.8961937716263;Less than 1 Gbs/month;40288.5;Between 25000 and 50000 $/year;189;Between 100 and 200 $/year;56;715740;False;1;2;145;178;20;3.6;12;very_unsat;little;perhaps;STAY
C103753;one;312.5;Less than 1 Gbs/month;65783.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;14;396064;True;2;1;160;716;1;3.5;6;very_unsat;very_high;actively_looking_into_it;STAY
C103754;one;180.00000000000003;Less than 1 Gbs/month;77343;More than 75000 $/year;0;Less than 100 $/year;9;933975;False;1;1;146;736;0;1.6;4;very_sat;little;perhaps;STAY
C103756;zero;487.01298701298697;Less than 1 Gbs/month;25509.5;Between 25000 and 50000 $/year;54;Less than 100 $/year;0;906479;False;2;3;208;349;3;3.5;8;very_unsat;little;considering;STAY
C103757;one;1740;Between 1 and 2 Gbs/month;13079;Less than 25000 $/year;0;Less than 100 $/year;0;163198;True;3;4;130;202;1;4.8;15;very_unsat;little;actively_looking_into_it;LEAVE
C103758;zero;153.84615384615384;Less than 1 Gbs/month;95908.5;More than 75000 $/year;173;Between 100 and 200 $/year;10;462062;True;1;1;181;648;19;1.4;5;unsat;high;considering;LEAVE
C103760;one;312;Less than 1 Gbs/month;44105;Between 25000 and 50000 $/year;0;Less than 100 $/year;15;355661;True;3;4;177;330;1;1.6;6;unsat;little;actively_looking_into_it;STAY
C103761;zero;131.0344827586207;Less than 1 Gbs/month;38967;Between 25000 and 50000 $/year;0;Less than 100 $/year;77;484293;True;4;4;133;558;4;2.8;1;unsat;very_little;considering;STAY
C103763;one;263.7362637362637;Less than 1 Gbs/month;55386;Between 50000 and 75000 $/year;173;Between 100 and 200 $/year;17;156239;True;1;4;137;222;29;1.4;4;very_unsat;little;actively_looking_into_it;STAY
C103764;zero;600;Less than 1 Gbs/month;36283;Between 25000 and 50000 $/year;0;Less than 100 $/year;7;NA;;4;4;241;440;1;3.4;5;avg;very_little;no;STAY
C103765;one;109.68921389396708;Less than 1 Gbs/month;60381.5;Between 50000 and 75000 $/year;177;Between 100 and 200 $/year;27;921515;False;3;3;120;364;18;3;1;very_unsat;little;actively_looking_into_it;STAY
C103768;one;689.9999999999999;Less than 1 Gbs/month;56583.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;24;841928;False;1;4;96;429;0;3.3;4;very_unsat;little;no;STAY
C103770;one;90.99804305283759;Less than 1 Gbs/month;37952.5;Between 25000 and 50000 $/year;62;Less than 100 $/year;86;375884;True;3;4;96;328;4;1.1;2;very_unsat;very_little;considering;LEAVE
C103771;one;870;Less than 1 Gbs/month;40375.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;54;298898;True;1;1;149;371;1;2.9;2;very_sat;very_little;no;STAY
C103773;zero;55.851063829787236;Less than 1 Gbs/month;70028;Between 50000 and 75000 $/year;218;More than 200 $/year;81;NA;;3;2;126;324;1;1.1;2;very_sat;very_little;considering;STAY
C103774;zero;316.77018633540376;Less than 1 Gbs/month;37268;Between 25000 and 50000 $/year;61;Less than 100 $/year;62;NA;;1;1;208;329;5;1.7;1;very_unsat;little;considering;LEAVE
C103775;zero;350.9433962264151;Less than 1 Gbs/month;65507;Between 50000 and 75000 $/year;180;Between 100 and 200 $/year;25;479879;True;2;1;150;897;11;5.2;2;very_unsat;little;considering;LEAVE
C103778;zero;990;Less than 1 Gbs/month;31942.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;19;264855;True;0;4;132;276;1;2.3;5;unsat;high;actively_looking_into_it;STAY
C103779;one;133.33333333333331;Less than 1 Gbs/month;11543;Less than 25000 $/year;0;Less than 100 $/year;35;948176;False;2;2;177;178;20;3;15;unsat;little;considering;STAY
C103780;zero;249.99999999999994;Less than 1 Gbs/month;19612;Less than 25000 $/year;68;Less than 100 $/year;69;281960;True;1;2;125;162;3;1.4;1;avg;little;no;LEAVE
C103781;one;600;Less than 1 Gbs/month;13172;Less than 25000 $/year;0;Less than 100 $/year;19;158218;True;4;4;233;165;0;4.8;6;avg;very_little;actively_looking_into_it;STAY
C103782;one;870;Less than 1 Gbs/month;22338.5;Less than 25000 $/year;0;Less than 100 $/year;0;974077;False;1;3;93;244;1;0.9;9;very_unsat;little;considering;LEAVE
C103783;one;187.5;Less than 1 Gbs/month;34505.5;Between 25000 and 50000 $/year;60;Less than 100 $/year;0;735588;False;3;4;223;357;5;2;14;sat;very_little;actively_looking_into_it;STAY
C103786;one;242.71844660194176;Less than 1 Gbs/month;51868;Between 50000 and 75000 $/year;209;More than 200 $/year;33;403022;True;1;4;229;226;11;1.5;1;very_unsat;little;actively_looking_into_it;LEAVE
C103788;zero;331.10367892976586;Less than 1 Gbs/month;46164.5;Between 25000 and 50000 $/year;199;Between 100 and 200 $/year;0;425497;True;4;4;233;326;4;2.3;10;very_unsat;very_little;no;LEAVE
C103789;zero;326.92307692307696;Less than 1 Gbs/month;28300;Between 25000 and 50000 $/year;56;Less than 100 $/year;67;635833;False;1;2;134;184;5;2.7;2;avg;very_little;actively_looking_into_it;STAY
C103791;one;255.47445255474452;Less than 1 Gbs/month;67146.5;Between 50000 and 75000 $/year;221;More than 200 $/year;9;761768;False;3;1;155;390;28;2.5;6;unsat;little;considering;STAY
C103793;one;1111.607142857143;Between 1 and 2 Gbs/month;39846.5;Between 25000 and 50000 $/year;44;Less than 100 $/year;8;706677;False;3;2;211;320;1;7.3;4;sat;avg;no;STAY
C103794;zero;210;Less than 1 Gbs/month;15040;Less than 25000 $/year;0;Less than 100 $/year;0;476181;True;2;3;143;243;0;1.7;13;very_sat;little;considering;STAY
C103795;zero;1390.7284768211919;Between 1 and 2 Gbs/month;28116;Between 25000 and 50000 $/year;51;Less than 100 $/year;63;291276;True;1;2;150;191;3;6;1;unsat;very_little;considering;LEAVE
C103796;one;136.36363636363637;Less than 1 Gbs/month;85081;More than 75000 $/year;230;More than 200 $/year;89;203528;True;0;3;284;561;27;1.5;1;very_unsat;very_little;considering;LEAVE
C103798;one;150;Less than 1 Gbs/month;56002.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;20;190594;True;1;4;219;687;1;1.5;6;very_unsat;little;no;STAY
C103799;one;248.78048780487808;Less than 1 Gbs/month;11301.5;Less than 25000 $/year;0;Less than 100 $/year;31;619936;False;3;1;194;218;10;2.4;1;very_sat;very_little;considering;STAY
C103800;zero;198.97959183673473;Less than 1 Gbs/month;60401;Between 50000 and 75000 $/year;182;Between 100 and 200 $/year;11;190650;True;3;2;267;202;13;1.6;6;unsat;little;actively_looking_into_it;LEAVE
C103801;one;163.36633663366337;Less than 1 Gbs/month;59447;Between 50000 and 75000 $/year;166;Between 100 and 200 $/year;34;NA;;4;3;163;280;18;2.3;2;very_unsat;avg;actively_looking_into_it;LEAVE
C103802;one;660.0000000000001;Less than 1 Gbs/month;63081;Between 50000 and 75000 $/year;0;Less than 100 $/year;15;NA;;0;1;147;403;1;2.2;2;very_unsat;little;never_thought;LEAVE
C103803;one;324;Less than 1 Gbs/month;45263;Between 25000 and 50000 $/year;0;Less than 100 $/year;15;151422;True;6;4;213;352;0;2.7;4;very_unsat;little;considering;STAY
C103804;one;476.8211920529801;Less than 1 Gbs/month;26645;Between 25000 and 50000 $/year;51;Less than 100 $/year;72;591922;True;0;1;153;195;4;1.4;2;very_unsat;little;no;STAY
C103805;one;362.9893238434163;Less than 1 Gbs/month;76804.5;More than 75000 $/year;181;Between 100 and 200 $/year;11;601007;False;1;2;94;755;20;3.4;5;unsat;little;no;STAY
C103806;zero;253.6764705882353;Less than 1 Gbs/month;31477;Between 25000 and 50000 $/year;172;Between 100 and 200 $/year;63;945325;False;1;4;122;364;11;2.3;2;very_unsat;very_high;considering;LEAVE
C103807;one;65.37530266343825;Less than 1 Gbs/month;21430.5;Less than 25000 $/year;96;Less than 100 $/year;63;365271;True;2;1;205;155;5;2.8;1;very_sat;little;considering;STAY
C103808;zero;281.25;Less than 1 Gbs/month;43065;Between 25000 and 50000 $/year;0;Less than 100 $/year;22;308664;True;2;1;173;299;0;2;4;very_unsat;very_high;considering;LEAVE
C103809;zero;658.9595375722544;Less than 1 Gbs/month;29456.5;Between 25000 and 50000 $/year;73;Less than 100 $/year;8;152565;True;1;3;165;201;5;2.8;6;unsat;little;never_thought;STAY
C103811;zero;323.52941176470586;Less than 1 Gbs/month;30614.5;Between 25000 and 50000 $/year;206;More than 200 $/year;16;218249;True;1;4;176;132;11;2.3;5;avg;little;considering;STAY
C103812;one;360.00000000000006;Less than 1 Gbs/month;41899;Between 25000 and 50000 $/year;0;Less than 100 $/year;15;200034;True;0;2;111;333;0;2.2;6;unsat;very_high;no;STAY
C103813;zero;56.5149136577708;Less than 1 Gbs/month;59435.5;Between 50000 and 75000 $/year;57;Less than 100 $/year;48;944205;False;5;2;170;590;5;1.2;1;very_unsat;little;actively_looking_into_it;STAY
C103816;one;335.99999999999994;Less than 1 Gbs/month;92005.5;More than 75000 $/year;150;Between 100 and 200 $/year;8;371611;True;1;3;161;627;29;1.8;4;very_unsat;very_little;never_thought;LEAVE
C103818;one;118.70503597122303;Less than 1 Gbs/month;60870.5;Between 50000 and 75000 $/year;178;Between 100 and 200 $/year;0;479562;True;2;1;219;305;26;1.1;9;very_unsat;very_little;never_thought;LEAVE
C103821;zero;119.89795918367346;Less than 1 Gbs/month;40668.5;Between 25000 and 50000 $/year;206;More than 200 $/year;87;937958;False;2;2;242;239;24;3.7;2;very_unsat;little;actively_looking_into_it;STAY
C103822;zero;35.242290748898675;Less than 1 Gbs/month;39557.5;Between 25000 and 50000 $/year;231;More than 200 $/year;35;698155;False;4;2;167;191;25;1.8;2;avg;very_little;actively_looking_into_it;STAY
C103823;zero;421.875;Less than 1 Gbs/month;39517;Between 25000 and 50000 $/year;50;Less than 100 $/year;17;473009;True;4;3;156;272;5;3.5;6;very_unsat;very_high;never_thought;STAY
C103824;zero;75.00000000000003;Less than 1 Gbs/month;25762.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;38;540056;True;3;1;123;258;1;1.2;2;very_unsat;little;actively_looking_into_it;LEAVE
C103825;one;653.8461538461538;Less than 1 Gbs/month;28121;Between 25000 and 50000 $/year;56;Less than 100 $/year;30;723447;False;1;4;82;148;5;2.4;2;very_unsat;little;perhaps;STAY
C103826;zero;870;Less than 1 Gbs/month;23436.5;Less than 25000 $/year;0;Less than 100 $/year;0;456972;True;3;4;179;142;0;1.9;12;very_unsat;very_little;considering;STAY
C103827;zero;222.22222222222223;Less than 1 Gbs/month;38507.5;Between 25000 and 50000 $/year;197;Between 100 and 200 $/year;0;835841;False;2;2;238;220;11;2.2;8;very_unsat;little;considering;STAY
C103828;one;1200;Between 1 and 2 Gbs/month;55151.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;10;939003;False;1;4;151;461;0;3;6;very_sat;little;actively_looking_into_it;STAY
C103829;one;689.9999999999999;Less than 1 Gbs/month;40251;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;852541;False;0;1;181;367;0;2.3;11;very_unsat;avg;never_thought;STAY
C103830;one;202.12765957446803;Less than 1 Gbs/month;72836.5;Between 50000 and 75000 $/year;182;Between 100 and 200 $/year;22;675062;False;1;1;119;360;29;1.9;5;unsat;little;considering;LEAVE
C103831;one;193.25153374233133;Less than 1 Gbs/month;38844;Between 25000 and 50000 $/year;226;More than 200 $/year;0;903679;False;3;1;176;181;18;3.1;13;very_unsat;very_little;perhaps;STAY
C103832;one;1080;Between 1 and 2 Gbs/month;46292.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;83;625278;False;0;4;285;309;1;2.6;9;very_unsat;very_high;actively_looking_into_it;LEAVE
C103834;one;269.99999999999994;Less than 1 Gbs/month;51742;Between 50000 and 75000 $/year;0;Less than 100 $/year;0;272519;True;2;4;143;808;1;0.9;9;very_unsat;little;considering;LEAVE
C103835;one;293.47826086956525;Less than 1 Gbs/month;29839;Between 25000 and 50000 $/year;86;Less than 100 $/year;9;468447;True;3;1;192;162;0;1.7;4;sat;little;actively_looking_into_it;LEAVE
C103836;one;1042.5531914893618;Between 1 and 2 Gbs/month;74155;Between 50000 and 75000 $/year;41;Less than 100 $/year;0;263558;True;4;2;137;470;3;3.9;1;very_unsat;high;considering;LEAVE
C103837;zero;516.8918918918919;Less than 1 Gbs/month;44538;Between 25000 and 50000 $/year;196;Between 100 and 200 $/year;0;190200;True;3;2;152;199;17;4.1;8;very_sat;very_little;considering;LEAVE
C103839;zero;1170;Between 1 and 2 Gbs/month;58139;Between 50000 and 75000 $/year;0;Less than 100 $/year;15;688560;False;1;4;210;648;1;2.9;5;very_unsat;little;no;STAY
C103841;one;322.7848101265823;Less than 1 Gbs/month;28429;Between 25000 and 50000 $/year;58;Less than 100 $/year;85;585320;True;0;4;155;138;3;1.7;1;very_unsat;little;considering;LEAVE
C103843;one;180.00000000000003;Less than 1 Gbs/month;11175;Less than 25000 $/year;0;Less than 100 $/year;13;388339;True;0;3;200;190;0;1.6;6;avg;little;considering;STAY
C103844;one;174.4186046511628;Less than 1 Gbs/month;46322.5;Between 25000 and 50000 $/year;72;Less than 100 $/year;0;796583;False;3;4;178;295;3;2;14;very_sat;high;actively_looking_into_it;STAY
C103845;one;218.1818181818182;Less than 1 Gbs/month;66980.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;23;330174;True;2;3;89;898;0;2.4;6;very_unsat;avg;considering;LEAVE
C103846;zero;660.0000000000001;Less than 1 Gbs/month;72472.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;28;920902;False;0;3;225;459;1;2.2;1;very_unsat;very_little;actively_looking_into_it;LEAVE
C103848;zero;660.0000000000001;Less than 1 Gbs/month;22369.5;Less than 25000 $/year;0;Less than 100 $/year;0;233307;True;2;1;157;347;1;1.2;10;very_unsat;little;considering;STAY
C103849;zero;126.31578947368422;Less than 1 Gbs/month;13024;Less than 25000 $/year;0;Less than 100 $/year;9;165487;True;2;4;132;152;0;1.8;5;sat;avg;actively_looking_into_it;STAY
C103850;one;300.9708737864077;Less than 1 Gbs/month;41671.5;Between 25000 and 50000 $/year;209;More than 200 $/year;0;845905;False;1;2;124;216;10;4.1;12;sat;high;considering;STAY
C103851;zero;618.320610687023;Less than 1 Gbs/month;58160;Between 50000 and 75000 $/year;162;Between 100 and 200 $/year;17;458832;True;0;3;93;391;3;4.4;4;very_unsat;very_little;actively_looking_into_it;LEAVE
C103852;zero;1000.0000000000001;Less than 1 Gbs/month;42615.5;Between 25000 and 50000 $/year;62;Less than 100 $/year;77;579865;True;0;4;133;384;3;5.4;2;very_unsat;avg;considering;LEAVE
C103853;zero;500.00000000000006;Less than 1 Gbs/month;44749;Between 25000 and 50000 $/year;56;Less than 100 $/year;0;330230;True;2;3;136;280;4;2.6;8;very_unsat;little;no;STAY
C103854;one;150;Less than 1 Gbs/month;14885;Less than 25000 $/year;30;Less than 100 $/year;75;205429;True;3;1;154;235;17;4.4;2;very_unsat;little;never_thought;STAY
C103855;one;211.36363636363637;Less than 1 Gbs/month;65144;Between 50000 and 75000 $/year;0;Less than 100 $/year;34;331266;True;2;2;156;717;0;3.1;2;very_unsat;little;considering;STAY
C103856;one;326.9754768392371;Less than 1 Gbs/month;72639;Between 50000 and 75000 $/year;267;More than 200 $/year;74;177081;True;0;4;101;259;13;2;2;avg;very_high;considering;LEAVE
C103857;zero;211.58690176322418;Less than 1 Gbs/month;71994;Between 50000 and 75000 $/year;67;Less than 100 $/year;23;180396;True;2;3;124;258;1;2.8;4;very_unsat;little;never_thought;STAY
C103858;zero;391.66666666666674;Less than 1 Gbs/month;50745;Between 50000 and 75000 $/year;210;More than 200 $/year;5;271375;True;2;1;104;862;16;2.7;6;very_unsat;little;actively_looking_into_it;LEAVE
C103859;zero;191.72932330827064;Less than 1 Gbs/month;30349;Between 25000 and 50000 $/year;72;Less than 100 $/year;36;535100;True;2;1;173;143;3;2.4;2;very_unsat;avg;actively_looking_into_it;LEAVE
